CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment,PCA1,PCA2
17850,371,34,4462.16,5.918893854273146,3.5553480614894135,8.403612314311555,0,Champions,1.8370366836848449,2.011281819477516
13047,56,9,2641.31,4.04305126783455,2.302585092994046,7.879408813551023,3,Loyal Customers,1.2293527566486648,0.8025650925515317
12583,2,15,5267.89,1.0986122886681098,2.772588722239781,8.56957499316464,0,Champions,2.4809051670746363,-0.1243173232073626
14688,7,20,3705.92,2.0794415416798357,3.044522437723423,8.217956622124769,0,Champions,2.310321436056348,0.25000602062941935
17809,15,4,729.45,2.772588722239781,1.6094379124341003,6.593660782578523,3,Loyal Customers,0.5834687166738703,-0.23257603531899168
15311,0,91,17712.96,0.0,4.5217885770490405,9.782108308266041,0,Champions,4.36434651989803,0.15064147772666028
16098,87,7,1107.51,4.477336814478207,2.0794415416798357,7.010772050215495,3,Loyal Customers,0.6604947577537784,0.6960778302794218
18074,373,1,185.3,5.924255797414532,0.6931471805599453,5.227358277607543,2,Hibernating,-1.265596334092558,0.494430759919147
17420,49,3,485.08,3.912023005428146,1.3862943611198906,6.186373219407408,3,Loyal Customers,0.01997260302216164,0.07862012650592895
16250,260,2,373.54,5.564520407322694,1.0986122886681098,5.925698606332363,2,Hibernating,-0.6524196593932876,0.6276403232312734
12431,59,13,3866.05,4.0943445622221,2.6390573296152584,8.26024722144354,0,Champions,1.5848031582418622,1.0044496584933291
17511,2,28,12117.42,1.0986122886681098,3.367295829986474,9.402481888089003,0,Champions,3.1884352054225276,0.23818509973586519
13705,7,3,492.78000000000003,2.0794415416798357,1.3862943611198906,6.20209007386322,1,At Risk,0.4493908643309783,-0.6776902976668617
13408,1,52,9337.800000000001,0.6931471805599453,3.970291913552122,9.141933043311283,0,Champions,3.5962298437536466,0.137982979515964
13767,1,36,7636.66,0.6931471805599453,3.6109179126442243,8.94084655252392,0,Champions,3.278988909138191,0.0008328825795682008
17924,11,4,703.38,2.4849066497880004,1.6094379124341003,6.557317983260417,3,Loyal Customers,0.636714301952203,-0.36182079269711126
13448,16,6,3027.5,2.833213344056216,1.9459101490553132,8.015822726421002,0,Champions,1.3168348275294235,0.2553854097592139
15862,7,4,657.29,2.0794415416798357,1.6094379124341003,6.489645563715888,3,Loyal Customers,0.7057556038894388,-0.5484391160487402
16218,29,5,1186.38,3.4011973816621555,1.791759469228055,7.0795044781710565,3,Loyal Customers,0.7391772391086207,0.2019126090607561
14307,88,6,2682.61,4.48863636973214,1.9459101490553132,7.894918182019546,3,Loyal Customers,0.8899820334321069,0.9096639819695748
17908,373,1,218.2,5.924255797414532,0.6931471805599453,5.389984555073861,2,Hibernating,-1.2062393099856061,0.5385033327570494
17920,3,17,3375.62,1.3862943611198906,2.8903717578961645,8.124630488143481,0,Champions,2.3319137628934667,-0.09841431138635445
12838,33,2,575.3000000000001,3.5263605246161616,1.0986122886681098,6.356628358442621,1,At Risk,-0.023924203452957093,-0.10146571211565125
13255,8,2,198.46,2.1972245773362196,1.0986122886681098,5.295613714973722,1,At Risk,-0.10389612412559394,-0.9406328068348768
16583,373,1,233.45,5.924255797414532,0.6931471805599453,5.457242345535596,2,Hibernating,-1.1816908646050965,0.5567305461891168
18085,329,2,689.95,5.799092654460526,1.0986122886681098,6.538067462249494,2,Hibernating,-0.48314261426741,0.8909491763829518
13758,11,7,1955.39,2.4849066497880004,2.0794415416798357,7.578856217222983,0,Champions,1.328477818946421,0.02312040202071105
15983,21,4,1119.91,3.091042453358316,1.6094379124341003,7.021896134389698,3,Loyal Customers,0.6661459149910152,0.01564470822525996
14849,21,25,6635.39,3.091042453358316,3.258096538021482,8.800323419927008,0,Champions,2.4339202773486974,0.8767928068504482
17968,373,1,257.15,5.924255797414532,0.6931471805599453,5.553540811325658,2,Hibernating,-1.14654285258381,0.5828279347159481
16210,1,14,1664.8,0.6931471805599453,2.70805020110221,7.41806076750124,0,Champions,2.110563284476762,-0.6195060575899141
17897,172,3,380.56,5.153291594497779,1.3862943611198906,5.944268112277007,2,Hibernating,-0.3553672253268899,0.5281676671096261
17377,23,20,3484.42,3.1780538303479458,3.044522437723423,8.156343832432377,0,Champions,2.0338408388756615,0.6892617869434866
16552,242,2,189.19000000000003,5.493061443340548,1.0986122886681098,5.24802357249357,2,Hibernating,-0.8832436355692664,0.4143294802593655
17951,39,3,208.38000000000002,3.6888794541139363,1.3862943611198906,5.344150782891209,1,At Risk,-0.23584102942545193,-0.24223703966652052
14729,373,1,290.79,5.924255797414532,0.6931471805599453,5.676034365453476,2,Hibernating,-1.1018338857514542,0.6160243293612717
12748,0,196,20441.1,0.0,5.2832037287379885,9.925351778766304,0,Champions,4.9332725851546435,0.3645836945650179
15012,53,2,343.19,3.9889840465642745,1.0986122886681098,5.8411938304791615,1,At Risk,-0.31900860194356495,-0.049150171743289284
12868,185,6,1534.71,5.225746673713202,1.9459101490553132,7.336748093798927,3,Loyal Customers,0.5158398818777695,1.0643172356542157
17572,70,4,206.85000000000002,4.2626798770413155,1.6094379124341003,5.336816665698646,3,Loyal Customers,-0.21976734524144048,0.045239865066882365
14078,101,6,936.7199999999999,4.624972813284271,1.9459101490553132,6.843451396981317,3,Loyal Customers,0.4746866275582454,0.6812942066683152
14001,45,3,828.0,3.828641396489095,1.3862943611198906,6.720220155135295,3,Loyal Customers,0.2340989142270322,0.18868986883172825
12662,0,11,3289.4300000000003,0.0,2.4849066497880004,8.098773534307181,0,Champions,2.3678585675066754,-0.7740258827160567
15525,1,3,565.97,0.6931471805599453,1.3862943611198906,6.340306392275056,1,At Risk,0.8203413681024319,-1.2155817749812914
14237,372,1,77.45,5.921578419643816,0.6931471805599453,4.362461479179042,2,Hibernating,-1.5806563372715903,0.2589280156523417
17905,156,3,338.59000000000003,5.056245805348308,1.3862943611198906,5.8277390075961,2,Hibernating,-0.37546282554432353,0.4563111004163058
15485,29,3,1388.46,3.4011973816621555,1.3862943611198906,7.236670461434622,3,Loyal Customers,0.521420772550295,0.15125003556128871
12433,0,7,7947.37,0.0,2.0794415416798357,8.980722155180016,0,Champions,2.4146407792181255,-0.628268565867254
16955,184,4,373.87,5.220355825078324,1.6094379124341003,5.926579299200965,3,Loyal Customers,-0.22591855968182473,0.6025294734741986
15350,372,1,115.65,5.921578419643816,0.6931471805599453,4.759177998467439,2,Hibernating,-1.4358586307391727,0.3664402699124701
15605,35,5,944.5300000000001,3.58351893845611,1.791759469228055,6.851745616838937,3,Loyal Customers,0.613895807311549,0.21585703286507235
18144,30,11,912.1500000000001,3.4339872044851463,2.4849066497880004,6.816900160638051,0,Champions,1.1060700475305336,0.3037752291610454
15922,372,1,208.10000000000002,5.921578419643816,0.6931471805599453,5.342812606434588,2,Hibernating,-1.2228376230983105,0.5246083050609117
14594,6,2,273.28,1.9459101490553132,1.0986122886681098,5.614149482416163,1,At Risk,0.07046873861136413,-0.9586100800338042
15165,372,1,362.7,5.921578419643816,0.6931471805599453,5.896329351992943,2,Hibernating,-1.0208093450021491,0.674614241774748
14911,0,193,84980.89,0.0,5.267858159063328,11.350193453948668,0,Champions,5.442913625335402,0.7471938295892938
16456,98,5,1407.13,4.59511985013459,1.791759469228055,7.250017862001332,3,Loyal Customers,0.5253853207001778,0.7436320293051144
17346,3,15,2230.29,1.3862943611198906,2.772588722239781,7.7103351725381275,0,Champions,2.1007805559092985,-0.2377801458391432
17643,372,1,58.8,5.921578419643816,0.6931471805599453,4.091005660956586,2,Hibernating,-1.679735095005191,0.1853620673488185
17841,1,123,32200.74,0.6931471805599453,4.820281565605037,10.37977576733962,0,Champions,4.624774608721286,0.6689391125286653
17873,79,5,1073.26,4.382026634673881,1.791759469228055,6.979387331431885,3,Loyal Customers,0.4758736487876466,0.5818504181501927
13093,275,8,3429.4700000000003,5.62040086571715,2.1972245773362196,8.140452557011816,3,Loyal Customers,0.8884671640396242,1.5037186099540925
12921,8,37,13030.37,2.1972245773362196,3.6375861597263857,9.475114806571906,0,Champions,3.144353292871404,0.7759878673366137
13468,1,37,3762.89,0.6931471805599453,3.6375861597263857,8.23320827604869,0,Champions,3.0388029826360263,-0.18480720431861833
17760,21,2,218.25,3.091042453358316,1.0986122886681098,5.390212631252292,1,At Risk,-0.27601372326415197,-0.5440379476294599
16928,79,17,1867.22,4.382026634673881,2.8903717578961645,7.532741384873362,0,Champions,1.4232847443328642,0.984488764156131
16048,372,2,256.44,5.921578419643816,1.0986122886681098,5.550786683244073,2,Hibernating,-0.8718085533307105,0.674225747012918
16274,372,1,194.2,5.921578419643816,0.6931471805599453,5.274024673978992,2,Hibernating,-1.2479445555611768,0.50596641513543
14496,311,2,291.92,5.7430031878094825,1.0986122886681098,5.679899534192869,2,Hibernating,-0.7833980924022402,0.6351025617412388
14696,3,7,1750.74,1.3862943611198906,2.0794415416798357,7.468364858657212,0,Champions,1.542142060515808,-0.462776489749751
16539,2,4,1372.91,1.0986122886681098,1.6094379124341003,7.225415968453527,0,Champions,1.2010665078285458,-0.7561115634189454
17025,60,3,236.45,4.110873864173311,1.3862943611198906,5.469957074995131,1,At Risk,-0.2874855028241811,-0.03300403495177487
13777,8,20,3343.69,2.1972245773362196,3.044522437723423,8.1151292926324,0,Champions,2.2455597255701387,0.2710223506733483
17690,29,15,3278.02,3.4011973816621555,2.772588722239781,8.095299876246601,0,Champions,1.7754555598757018,0.7027853468508003
12947,143,5,1269.59,4.969813299576001,1.791759469228055,7.147236638503965,3,Loyal Customers,0.4012443031936801,0.8712854705875727
18229,11,20,3664.7,2.4849066497880004,3.044522437723423,8.206774591990586,0,Champions,2.212499019877048,0.4152543751715638
14142,372,1,280.95,5.921578419643816,0.6931471805599453,5.641729750253191,2,Hibernating,-1.1137357461565798,0.6056164164110078
17069,27,9,2422.9500000000003,3.332204510175204,2.302585092994046,7.793153719913758,0,Champions,1.3622139536980356,0.4841693061645801
13065,372,1,138.41,5.921578419643816,0.6931471805599453,4.937419231764997,2,Hibernating,-1.3708022982292731,0.41474457755335037
14606,0,90,8207.41,0.0,4.51085950651685,9.012914517430085,0,Champions,4.076182488464805,-0.06032771089948947
16835,127,2,133.15,4.852030263919617,1.0986122886681098,4.8989585768716335,2,Hibernating,-0.8624464599663226,0.05368614553937245
15235,217,12,2015.51,5.384495062789089,2.5649493574615367,7.609123573388654,3,Loyal Customers,0.998589764984436,1.3463937768748362
13576,9,17,1797.66,2.302585092994046,2.8903717578961645,7.494797222203446,0,Champions,1.8901898098466583,0.11118246223882552
18011,372,1,92.84,5.921578419643816,0.6931471805599453,4.54159120434522,2,Hibernating,-1.5152757137917061,0.30747310924248994
13090,8,13,3737.11,2.1972245773362196,2.6390573296152584,8.226335415083865,0,Champions,2.011028352713284,0.2079044142102867
15694,7,11,2436.7599999999998,2.0794415416798357,2.4849066497880004,7.7988348638501845,0,Champions,1.7776295239513056,0.007712401992302621
14741,11,6,1270.34,2.4849066497880004,1.9459101490553132,7.147826741316996,0,Champions,1.0805510605593232,-0.12440253758794834
13715,280,5,1016.25,5.638354669333745,1.791759469228055,6.924858186881799,3,Loyal Customers,0.1655155863589415,1.088482095114255
17732,372,1,222.52,5.921578419643816,0.6931471805599453,5.409500895508652,2,Hibernating,-1.1984970402362303,0.542681180634544
12855,372,1,38.1,5.921578419643816,0.6931471805599453,3.66612246699132,2,Hibernating,-1.8348133663630186,0.07021649674745527
15752,39,7,2594.4700000000003,3.6888794541139363,2.0794415416798357,7.8615228967339075,3,Loyal Customers,1.1532971957629743,0.5994051079032147
17855,372,1,199.02,5.921578419643816,0.6931471805599453,5.29841736154837,2,Hibernating,-1.2390414596615074,0.5125769612068435
14047,8,4,580.2,2.1972245773362196,1.6094379124341003,6.365094931696128,3,Loyal Customers,0.6330650973200257,-0.5333099147507575
13941,21,5,1389.88,3.091042453358316,1.791759469228055,7.2376919193307545,3,Loyal Customers,0.868620076025469,0.11605973605006933
17017,2,19,5224.44,1.0986122886681098,2.995732273553991,8.56129428381382,0,Champions,2.6292925447859785,-0.07523930081428878
14135,1,15,2849.29,0.6931471805599453,2.772588722239781,7.955176022472035,0,Champions,2.3503965464409133,-0.4591014050286167
13108,372,1,95.3,5.921578419643816,0.6931471805599453,4.56746831880408,2,Hibernating,-1.5058308163822391,0.3144859427746295
15601,10,14,5198.57,2.3978952727983707,2.70805020110221,8.556331208842629,0,Champions,2.1318935686416043,0.39648673696093717
13418,11,18,4699.71,2.4849066497880004,2.9444389791664403,8.455468840118947,0,Champions,2.235360321649255,0.4596330174738468
15658,189,4,583.85,5.247024072160486,1.6094379124341003,6.371355404096716,3,Loyal Customers,-0.06974510511512214,0.7341341549518965
14388,9,8,2804.56,2.302585092994046,2.1972245773362196,7.939358441524448,0,Champions,1.5821287082257625,0.07223975906794966
14901,10,8,1040.31,2.3978952727983707,2.1972245773362196,6.948234814870128,0,Champions,1.1983429979315308,-0.15680368878864998
18041,11,21,2896.07,2.4849066497880004,3.091042453358316,7.971455160404598,0,Champions,2.158174955213502,0.36218099727162645
15955,23,14,3714.51,3.1780538303479458,2.70805020110221,8.220271229021705,0,Champions,1.8288669701592808,0.6291991569076588
16244,211,2,1475.05,5.356586274672012,1.0986122886681098,7.2971248799254145,3,Loyal Customers,-0.103789170441652,0.913005860969446
15111,28,3,1339.68,3.367295829986474,1.3862943611198906,7.200932226915879,3,Loyal Customers,0.516214495241294,0.12749474630673194
14390,9,9,3415.92,2.302585092994046,2.302585092994046,8.136494839491204,0,Champions,1.7255719413843293,0.1498972589427131
16546,290,2,564.95,5.673323267171493,1.0986122886681098,6.338505735078429,2,Hibernating,-0.5269035992145147,0.7846692812823004
15260,99,6,1595.27,4.605170185988092,1.9459101490553132,7.375424936633958,3,Loyal Customers,0.6734300908744153,0.8172432077125823
13305,3,10,1000.21,1.3862943611198906,2.3978952727983707,6.908964547522122,0,Champions,1.554046980412113,-0.5411337995612453
14491,174,2,220.98,5.1647859739235145,1.0986122886681098,5.402587287723834,2,Hibernating,-0.7509340640857123,0.31997405474611756
15923,372,1,78.3,5.921578419643816,0.6931471805599453,4.373238128640803,2,Hibernating,-1.5767229640685643,0.2618485440918515
16752,372,1,77.7,5.921578419643816,0.6931471805599453,4.365643155423357,2,Hibernating,-1.579495056103032,0.2597902665764167
17287,25,7,694.46,3.258096538021482,2.0794415416798357,6.544573497128709,3,Loyal Customers,0.7722177630112993,0.06371862081888235
15363,372,1,310.1,5.921578419643816,0.6931471805599453,5.740114403903592,2,Hibernating,-1.0778262956700773,0.6322791727729811
12915,148,2,201.05,5.003946305945459,1.0986122886681098,5.308515191524482,2,Hibernating,-0.7480843133118691,0.22772730807361985
15544,8,9,3479.21,2.1972245773362196,2.302585092994046,8.15484791577543,0,Champions,1.7566293519366276,0.11114363824274046
15738,18,16,3804.94,2.9444389791664403,2.833213344056216,8.244318283149594,0,Champions,1.9765812939295506,0.567546722762991
15827,72,14,1463.24,4.290459441148391,2.70805020110221,7.2890916155117065,0,Champions,1.2318139292438295,0.8385223536814463
14180,10,25,1779.8200000000002,2.3978952727983707,3.258096538021482,7.484829211365672,0,Champions,2.1140290078914927,0.23261257561503945
13117,21,8,840.7,3.091042453358316,2.1972245773362196,6.73542365621753,3,Loyal Customers,0.9604175360595089,0.07319778447178388
16916,23,2,498.18,3.1780538303479458,1.0986122886681098,6.212966752150066,1,At Risk,0.004167097705216227,-0.2849552495962028
17964,31,2,326.25,3.4657359027997265,1.0986122886681098,5.7907244047900095,1,At Risk,-0.21645764689811184,-0.2799894684956987
14466,28,7,1400.65,3.367295829986474,2.0794415416798357,7.245405393061824,3,Loyal Customers,1.0027684349172326,0.29896832892416425
17235,24,2,357.46,3.2188758248682006,1.0986122886681098,5.8818170778034515,1,At Risk,-0.12613714072919124,-0.3577563381634901
16510,371,1,178.54999999999998,5.918893854273146,0.6931471805599453,5.1904537206720915,2,Hibernating,-1.2778264928843737,0.48220408351525984
17802,81,3,1145.07,4.406719247264253,1.3862943611198906,7.044093977433687,3,Loyal Customers,0.2186616323009359,0.516378967334448
15107,333,3,104.10000000000001,5.811140992976701,1.3862943611198906,4.6549122778829055,2,Hibernating,-0.9780604856612342,0.4517703824836748
17976,371,1,282.64,5.918893854273146,0.6931471805599453,5.647705828435796,2,Hibernating,-1.1109338799171609,0.6061217992661726
14449,18,4,852.55,2.9444389791664403,1.6094379124341003,6.749404122826761,3,Loyal Customers,0.6005827940427928,-0.11904637293553205
16781,371,1,216.8,5.918893854273146,0.6931471805599453,5.38357721049886,2,Hibernating,-1.2073382801560195,0.5345415606112537
13491,51,10,943.34,3.9512437185814275,2.3978952727983707,6.850486270791564,3,Loyal Customers,0.9397021804172989,0.5075401001854393
16186,22,12,3643.08,3.1354942159291497,2.5649493574615367,8.200859212035683,0,Champions,1.7345229767727355,0.5733624026217886
17685,16,7,2499.56,2.833213344056216,2.0794415416798357,7.824269985772038,0,Champions,1.3375250764645632,0.23418530833052498
17581,0,24,7926.01,0.0,3.2188758248682006,8.97803119434765,0,Champions,3.1867997807025503,-0.3669324326675246
15732,211,2,280.2,5.356586274672012,1.0986122886681098,5.63906615993651,2,Hibernating,-0.7089646251494972,0.46366326489751075
13138,21,6,946.49,3.091042453358316,1.9459101490553132,6.853816382811177,3,Loyal Customers,0.833105177813402,0.047481504631888376
17460,93,5,534.08,4.543294782270004,1.791759469228055,6.282416268427386,3,Loyal Customers,0.1842017059911514,0.45989815650143745
17567,6,8,2775.57,1.9459101490553132,2.1972245773362196,7.92897163196119,0,Champions,1.6607987146290186,-0.07860465549258083
15061,3,33,6687.17,1.3862943611198906,3.5263605246161616,8.808095573101776,0,Champions,3.012909854927794,0.2330832174397292
16203,58,4,592.9,4.07753744390572,1.6094379124341003,6.386710955021814,3,Loyal Customers,0.2062377647273436,0.25292770933737263
15640,3,14,7973.33,1.3862943611198906,2.70805020110221,8.98398291158461,0,Champions,2.5218583371197085,0.09254145561796845
15574,177,4,438.65000000000003,5.181783550292085,1.6094379124341003,6.085978955825011,3,Loyal Customers,-0.15882154423423045,0.6297191010030764
16770,57,5,683.0500000000001,4.060443010546419,1.791759469228055,6.528031014366123,3,Loyal Customers,0.385481133311642,0.3260647835661205
17838,26,5,1812.06,3.295836866004329,1.791759469228055,7.502771304526055,3,Loyal Customers,0.9180242664352745,0.27289273509035716
17228,15,8,1798.95,2.772588722239781,2.1972245773362196,7.495514165720668,0,Champions,1.3114678256728243,0.14701957239225957
14829,28,4,650.83,3.367295829986474,1.6094379124341003,6.479783791732742,3,Loyal Customers,0.4044120226619259,-0.016618118160663015
17412,2,7,1178.74,1.0986122886681098,2.0794415416798357,7.073049354198459,0,Champions,1.4643660677027142,-0.689304730096401
14031,6,16,6164.41,1.9459101490553132,2.833213344056216,8.726709917847787,0,Champions,2.3835034237943296,0.2838615092132484
14775,57,3,879.42,4.060443010546419,1.3862943611198906,6.780399066341123,3,Loyal Customers,0.20247250440646977,0.30120246924354216
12971,3,78,5357.93,1.3862943611198906,4.3694478524670215,8.58651960727108,0,Champions,3.5040974228844317,0.3669417354048419
17659,16,12,2354.81,2.833213344056216,2.5649493574615367,7.764639896358191,0,Champions,1.6451926412511306,0.3296901273723572
15646,157,3,364.57000000000005,5.062595033026967,1.3862943611198906,5.901457779320365,2,Hibernating,-0.35002408733859586,0.4789243710112187
13402,126,2,587.23,4.844187086458591,1.0986122886681098,6.377118027879466,3,Loyal Customers,-0.3211192095790686,0.4510199715412406
17757,0,30,4296.3,0.0,3.4339872044851463,8.365742197488764,0,Champions,3.1092798787467526,-0.4833911871288866
13011,371,1,50.550000000000004,5.918893854273146,0.6931471805599453,3.942552210462969,2,Hibernating,-1.7332985185533236,0.14401623921309412
16029,65,16,1324.35,4.189654742026425,2.833213344056216,7.189431854482001,0,Champions,1.303671552958045,0.7984644503552348
16634,222,2,172.5,5.407171771460119,1.0986122886681098,5.156177599386914,2,Hibernating,-0.89690935752497,0.35379225519808943
18239,218,5,1457.81,5.389071729816501,1.791759469228055,7.285376313860303,3,Loyal Customers,0.3547339378316424,1.0827253827676924
14576,371,1,35.400000000000006,5.918893854273146,0.6931471805599453,3.594568774642695,2,Hibernating,-1.8603091192422676,0.04971090577920956
18168,175,6,853.78,5.170483995038151,1.9459101490553132,6.750844125885357,3,Loyal Customers,0.3147669771056858,0.8825987188848354
14395,1,9,3129.21,0.6931471805599453,2.302585092994046,8.048855373935345,0,Champions,2.065676701194826,-0.5418127939023544
14865,6,2,43.08,1.9459101490553132,1.0986122886681098,3.786006164844659,1,At Risk,-0.596785955172851,-1.4540464927530339
15093,17,6,1807.28,2.8903717578961645,1.9459101490553132,7.500131396218063,0,Champions,1.1153977816334535,0.1393526121130637
12738,371,1,110.4,5.918893854273146,0.6931471805599453,4.713127327493184,2,Hibernating,-1.4520460265797992,0.3528461312914091
16150,42,5,1841.32,3.7612001156935624,1.791759469228055,7.518780925939761,3,Loyal Customers,0.8162784526412894,0.4703694824918333
17552,59,4,859.27,4.0943445622221,1.6094379124341003,6.757246293462842,3,Loyal Customers,0.3375938883523506,0.3603201250836339
14236,80,2,302.64,4.394449154672439,1.0986122886681098,5.715842789148567,2,Hibernating,-0.45850160700574605,0.08515778288207512
17961,20,37,858.24,3.044522437723423,3.6375861597263857,6.756048277605776,0,Champions,1.956030066967547,0.39075761941052284
14573,179,9,778.7,5.19295685089021,2.302585092994046,6.658909230315555,3,Loyal Customers,0.518030947862474,0.9490445426669364
17135,15,5,635.77,2.772588722239781,1.791759469228055,6.456408522867672,3,Loyal Customers,0.6570837436015641,-0.2278388764438837
